age,workclass,education,marital_status,occupation,race,sex,hours_per_week,native_country
0.037,0.01,0.07,0.149,0.064,0.003,0.018,0.021,0.015
0.054679035,0.01057577,0.076695895,0.001729832,0.071521944,0.003599514,0.032330077,0.025529647,0.01513572
0.054754151,0.010592022,0.077084171,0.002007617,0.07154295,0.00358939,0.032604914,0.025578656,0.015177871
0.054475449,0.010747822,0.076758416,0.001794433,0.071353589,0.003607439,0.032311224,0.025512639,0.015139828
0.054912562,0.010754236,0.076888853,0.002233036,0.07146471,0.003569517,0.032085728,0.025329564,0.015251933
0.054793458,0.0106532,0.076804593,0.001730316,0.071562837,0.003602122,0.032551871,0.025500739,0.015284012
0.054885947,0.010678935,0.076662733,0.002126476,0.071594899,0.00356613,0.032482308,0.025529501,0.014900218
0.054779489,0.010611248,0.077117919,0.001172445,0.07139892,0.003526684,0.032304562,0.025498412,0.015285347
0.055098006,0.010619437,0.076911379,0.002130648,0.071079487,0.00361015,0.032500707,0.025336582,0.015390485
0.055110353,0.010670483,0.076862901,0.000741391,0.07157496,0.003573914,0.032438921,0.025398878,0.015181249
0.054750381,0.010685644,0.076844331,0.000915454,0.071604598,0.00360856,0.032407248,0.02546705,0.01517347
0.055181262,0.010637249,0.076709645,0.00138061,0.071625546,0.00361064,0.032493802,0.025420115,0.015144073
0.05461253,0.010761999,0.076973663,0.002798122,0.071476901,0.003607718,0.032163325,0.025394307,0.015031809
0.055032448,0.010590526,0.076764475,0.000725148,0.071313492,0.003594468,0.032415073,0.025500904,0.015169385
0.054931486,0.01070259,0.076800798,0.001336804,0.071533402,0.003637915,0.032418424,0.025583049,0.015175702
0.054909014,0.010649214,0.076727263,0.001202323,0.071468122,0.003595343,0.032253186,0.025298398,0.015057809
0.055059853,0.010579515,0.077101804,0.002655583,0.071199116,0.003579451,0.032299531,0.025449052,0.015103424
0.055123006,0.010734221,0.076888756,0.002275301,0.071511477,0.003628411,0.032292438,0.025652139,0.015193591
0.054908998,0.010621578,0.076715445,0.00104596,0.071320134,0.003668998,0.032403105,0.025592749,0.015162923
0.054978475,0.010722777,0.076837033,0.001001817,0.071452959,0.003588169,0.032487561,0.025541991,0.015188023
0.05482547,0.010645421,0.076900534,0.000894676,0.071413457,0.00364367,0.032389938,0.025414377,0.015204882
0.055088101,0.010834172,0.077097868,0.001740459,0.071364436,0.003599514,0.032208565,0.025548018,0.015139597
0.054752309,0.010734768,0.07690197,0.002269321,0.07126954,0.003536581,0.032596441,0.025388932,0.015177779
0.055042591,0.010642057,0.076890986,0.000758316,0.071318163,0.003580356,0.032248548,0.025518158,0.015196506
0.055181796,0.010765731,0.077064553,0.001325998,0.071359275,0.003597005,0.032440256,0.025608078,0.015240158
0.054840847,0.010717329,0.076697584,0.001574942,0.071665609,0.003622232,0.032245169,0.025431733,0.015137516
0.055033834,0.010690476,0.076665354,0.002853259,0.071313204,0.003639239,0.032551913,0.025529466,0.015166998
0.054551874,0.010724908,0.076932112,0.002525622,0.071535756,0.003493756,0.03239733,0.02546093,0.015139179
0.05491946,0.010632081,0.076829731,0.001492088,0.071583588,0.003586396,0.032508067,0.02553898,0.015297733
0.054955452,0.010641793,0.076819514,0.002060576,0.071570288,0.003618604,0.032467319,0.025538091,0.01515043
0.055132694,0.010567925,0.076536394,0.002182548,0.07136735,0.003642074,0.032485943,0.025465194,0.015191688
0.054661597,0.010646477,0.076827177,0.001568333,0.071520329,0.003616093,0.032396424,0.025540847,0.015118122
0.055125715,0.010656796,0.077119297,0.002789,0.071449586,0.003563929,0.032285096,0.025629102,0.015215744
0.054934427,0.010591954,0.076979986,0.000980536,0.071505361,0.003595053,0.032397345,0.025499235,0.015142773
0.05479543,0.010573444,0.076795874,0.001411446,0.071221348,0.003602576,0.032278784,0.025548568,0.015165105
0.055031531,0.010667296,0.07665142,0.001466601,0.071414096,0.00359551,0.032482418,0.025409344,0.015135292
0.054601786,0.0106604,0.076625252,0.002285494,0.071446592,0.003628339,0.032489707,0.025559438,0.015194028
0.054744271,0.010612628,0.076708611,0.000769264,0.071330033,0.003616402,0.032255741,0.02551394,0.015171109
0.054930356,0.010612829,0.076874852,0.000880456,0.071464296,0.003607218,0.032464516,0.02563457,0.015226023
0.055078314,0.010661087,0.076851371,0.00411744,0.071720334,0.003609327,0.03292436,0.025432315,0.015081389
0.0546588,0.010606173,0.076670257,0.000995989,0.071282215,0.003569575,0.032370635,0.025551282,0.015159538
0.054582134,0.010585835,0.077197897,0.002697852,0.071838966,0.003626947,0.032435582,0.025548296,0.015247221
0.055249876,0.010705099,0.077214353,0.001345287,0.071665892,0.003565931,0.032310061,0.025652748,0.015181933
0.055062278,0.010654705,0.077137274,0.002060782,0.071458043,0.003604018,0.032281551,0.025356513,0.015111881
0.055080161,0.010701453,0.076959592,0.003584177,0.071070809,0.003536915,0.032742033,0.025531343,0.015315608
0.054890304,0.010723531,0.076998035,0.001749996,0.071572255,0.003640457,0.032435737,0.025661397,0.014930295
0.054860615,0.010550847,0.076869991,0.001916735,0.071199614,0.003671244,0.03201796,0.025563097,0.015098202
0.054847321,0.010706725,0.076587529,0.001753654,0.071465111,0.003659908,0.032556796,0.025506071,0.014972626
0.055240995,0.010817791,0.07676577,0.002134886,0.071425417,0.003548296,0.03253856,0.025527041,0.015206735
0.054659172,0.010630568,0.077016309,0.002693433,0.071422294,0.003577243,0.032622121,0.025687503,0.015240364
0.055335358,0.010602488,0.077025305,0.003308595,0.071145933,0.003581589,0.032137111,0.025462582,0.015275716
0.054885276,0.010559743,0.076854181,0.001457137,0.071203176,0.003576371,0.032355774,0.02554328,0.015040455
0.05475362,0.010653261,0.076876865,0.0008648,0.071532094,0.003634668,0.032465109,0.025522039,0.015133433
0.054918681,0.010643554,0.076706839,0.002485601,0.07153857,0.003583096,0.032422193,0.025245302,0.015312354
0.054788432,0.010470837,0.076737642,0.002383109,0.071835772,0.003638438,0.032348281,0.025396376,0.015045902
0.054871923,0.01073053,0.076981351,0.002658166,0.071256002,0.003598299,0.032611332,0.025525595,0.015208321
0.054726033,0.010640563,0.076805976,0.000278229,0.07146204,0.00360813,0.032411961,0.02551477,0.01513347
0.054988586,0.010678874,0.076956373,0.001909814,0.071241567,0.003659237,0.032243636,0.02537734,0.01509577
0.055111223,0.010632423,0.077071062,0.003152677,0.071967867,0.003526516,0.032455488,0.025425204,0.015244041
0.054867309,0.010654769,0.076830373,0.001646244,0.071559124,0.003642118,0.032369502,0.025395945,0.015266029
0.054910914,0.010683981,0.077057442,0.002717926,0.071248489,0.003610298,0.032404785,0.025437299,0.015182456
