age,workclass,education,marital_status,occupation,race,sex,hours_per_week,native_country
0.037,0.01,0.07,0.149,0.064,0.003,0.018,0.021,0.015
0.036594635,0.010722631,0.078979515,0.148741716,0.065849822,0.003287727,0.018429463,0.022480145,0.017956581
0.037315552,0.010413818,0.07978163,0.148830024,0.065017326,0.003070072,0.018505796,0.021521174,0.00867584
0.036608386,0.010510126,0.079864878,0.148035806,0.065582921,0.003155177,0.018383068,0.021544562,0.007823739
0.036974707,0.010601861,0.079514113,0.149072066,0.065541027,0.003172483,0.018381148,0.021741657,0.010614397
0.036636285,0.010445074,0.079284569,0.149280842,0.065345929,0.00330967,0.018372808,0.021731084,0.01092178
0.036514129,0.010291316,0.079440454,0.148463703,0.065502884,0.003207144,0.018459532,0.021539752,0.011066937
0.036874165,0.010343294,0.079269015,0.150596735,0.065359448,0.003148913,0.018547767,0.021739674,0.013784097
0.037324141,0.010350648,0.079085122,0.148948101,0.065253118,0.003094385,0.018305859,0.021683515,0.013462148
0.036704781,0.010172516,0.079896305,0.149297659,0.065869609,0.003149995,0.018529175,0.021829686,0.011298779
0.036849174,0.010412209,0.079954124,0.149837031,0.065799224,0.003234947,0.018258401,0.021617352,0.014657939
0.036497957,0.010337783,0.080071482,0.14909092,0.065140012,0.003160023,0.018347741,0.021259722,0.011900461
0.036577147,0.010276916,0.08055588,0.149735834,0.066017529,0.00320774,0.018655793,0.021239616,0.014849733
0.036209928,0.010181524,0.080673612,0.149206365,0.066186374,0.003268886,0.018458166,0.021533937,0.012454257
0.036406118,0.010527557,0.078996063,0.148955482,0.06566407,0.003178694,0.018540253,0.021850322,0.011406093
0.03687889,0.010440612,0.079251884,0.148477253,0.066047537,0.003218404,0.01842697,0.021623694,0.007671958
0.036606143,0.01060807,0.07917364,0.148500437,0.065951452,0.003183877,0.018441108,0.021917364,0.010978001
0.036938076,0.010019942,0.080120773,0.149219789,0.065675172,0.003333772,0.018430275,0.021456278,0.011428171
0.036731995,0.010132376,0.079686671,0.149326559,0.065820352,0.003189973,0.018570389,0.022026569,0.010512672
0.03665769,0.010407114,0.079596659,0.148672649,0.066006456,0.003164056,0.018634755,0.021390758,0.013562607
0.03709974,0.010412073,0.079546459,0.148887956,0.065383412,0.003170953,0.018480792,0.021756039,0.011186547
0.037498775,0.010602141,0.080147144,0.147997919,0.06541465,0.003116909,0.018570986,0.021596634,0.011613275
0.037189372,0.010885627,0.080105078,0.149059639,0.066069817,0.003169071,0.018399594,0.022102798,0.014856274
0.036759931,0.010426678,0.079566343,0.150802489,0.06481137,0.003080545,0.018648503,0.021568468,0.015709679
0.036327109,0.010359028,0.079622175,0.148364246,0.06587623,0.003185203,0.018438367,0.021459774,0.008206917
0.036305228,0.010272922,0.079100963,0.148957146,0.065386765,0.003174558,0.018700994,0.021675067,0.010101528
0.036808175,0.010472953,0.0794705,0.148021975,0.066480073,0.003257213,0.018416319,0.021893825,0.012149291
0.036752269,0.010415283,0.079888389,0.149699453,0.065559659,0.003273775,0.018381833,0.021950457,0.008527435
0.036322211,0.010410374,0.079469654,0.149942045,0.065980918,0.00291028,0.018761948,0.021944901,0.013265024
0.036927257,0.010098342,0.079303941,0.148329265,0.064998238,0.003264411,0.018522664,0.021840979,0.012855307
0.037057444,0.010323761,0.079415926,0.149680669,0.065654441,0.003162663,0.018635938,0.021721523,0.009407412
0.036839901,0.010454497,0.079132696,0.148639735,0.066095822,0.003266868,0.018713583,0.021790122,0.01204054
0.036669172,0.010680886,0.079757902,0.148925626,0.065574522,0.003294507,0.018514744,0.021611943,0.012216658
0.036768803,0.010424859,0.080064808,0.149697079,0.065405462,0.003289755,0.018304083,0.021447216,0.010895654
0.036788329,0.010892539,0.07994771,0.147476071,0.065987967,0.003085555,0.018612255,0.022074265,0.010065862
0.0369852,0.010459891,0.079358582,0.148288868,0.064966605,0.002990501,0.018530349,0.021405049,0.010365596
0.036708352,0.010373946,0.079063833,0.149414919,0.065547207,0.003221938,0.018639865,0.021848292,0.01222169
0.036909319,0.010275975,0.079700866,0.148086604,0.065794738,0.003238658,0.018557366,0.021896543,0.014605113
0.03674866,0.010574736,0.079654003,0.149919705,0.065738666,0.003195827,0.018687273,0.021646322,0.011280889
0.036159655,0.010333135,0.079286387,0.149249745,0.065831075,0.003099298,0.018473903,0.021897974,0.009723858
0.036755809,0.010234163,0.079522472,0.149939306,0.065726401,0.00313791,0.018626788,0.021522123,0.009860683
0.036538387,0.010374587,0.079215011,0.147620462,0.065770202,0.003051568,0.018549643,0.021786394,0.009356935
0.036666903,0.010449294,0.080035586,0.149195044,0.064745848,0.003233944,0.01848147,0.021476132,0.013248493
0.037213733,0.010405684,0.080744847,0.148498418,0.065356153,0.003186484,0.018533804,0.021335992,0.011146635
0.036882304,0.010442668,0.079575117,0.149314462,0.065831655,0.003009674,0.018516001,0.02192206,0.008614659
0.036031465,0.010330395,0.079598201,0.148848276,0.065347122,0.003170755,0.018431815,0.021628418,0.008468764
0.036699547,0.010351518,0.079736378,0.14864669,0.065524285,0.003183764,0.018264448,0.021736131,0.010805904
0.036921526,0.010258454,0.080418917,0.149533186,0.065338959,0.003145339,0.018465172,0.021777555,0.012609769
0.036164163,0.010851978,0.07899197,0.149289406,0.065614255,0.003278274,0.018614534,0.021880551,0.01200561
0.036740958,0.010269905,0.079522382,0.149887574,0.065926625,0.003225131,0.018657213,0.022011,0.011451532
0.036967033,0.010707327,0.079416328,0.14959363,0.06543244,0.003214569,0.018283971,0.021713709,0.013401686
0.036350595,0.010377753,0.080144318,0.149561542,0.065269782,0.003153784,0.018375762,0.021621318,0.010864878
0.037308987,0.010153481,0.079529709,0.149829046,0.065634111,0.003135327,0.018673533,0.02189069,0.010319651
0.036743034,0.010640325,0.079307705,0.149013232,0.066165767,0.003182208,0.018646336,0.021587492,0.011521274
0.036797318,0.010444479,0.080291227,0.148328285,0.065817267,0.003278271,0.018517765,0.021700834,0.008979475
0.036624951,0.010362346,0.079617731,0.150507358,0.066154711,0.003167952,0.01835944,0.021851404,0.010401683
0.036779492,0.010230504,0.07894761,0.148709379,0.066119517,0.003359025,0.018510441,0.022064889,0.017236822
0.036977803,0.010194996,0.079670278,0.148721465,0.065176275,0.003112678,0.018423119,0.021605115,0.013217734
0.036607736,0.010536825,0.079318086,0.151264005,0.065808165,0.003202688,0.018448857,0.021845703,0.015654463
0.037086652,0.010510652,0.079901042,0.148182737,0.065359152,0.003099944,0.018585054,0.021741029,0.00905683
0.037018417,0.01051735,0.079453277,0.149173094,0.065415455,0.003180862,0.01842695,0.021683835,0.010378142
